"X","a1","d","g","u"
"X445",0,0,0,1
"X446",0,0,0,1
"X447",0,0,0,1
"X448",0,0,0,1
"X449",1.0,-2.129311739126499,0.0,1
"X450",0,0,0,1
"X451",0,0,0,1
"X452",1.0,2.533195145054669,0.0,1
"X453",0,0,0,1
"X454",0,0,0,1
"X455",1.0,-1.12144358506162,0.0,1
"X456",0,0,0,1
"X457",0,0,0,1
"X458",0,0,0,1
"X459",1.0,-2.695430740933287,0.0,1
"X460",1.0,-0.6993002955764988,0.0,1
"X461",1.0,-2.695430740933287,0.0,1
"X462",0,0,0,1
"X463",0,0,0,1
"X464",0,0,0,1
"X465",0,0,0,1
"X466",0,0,0,1
"X467",1.0,-1.12144358506162,0.0,1
"X468",0,0,0,1
"X469",0,0,0,1
"X470",1.0,-4.822885361732279,0.0,1
"X471",1.0,-4.097664300425352,0.0,1
"X472",1.0,-0.9043806155569224,0.0,1
"X473",0,0,0,1
"X474",0,0,0,1
"X475",0,0,0,1
"X476",1.0,-1.3552961800101198,0.0,1
"X477",1.0,-0.3749037795887351,0.0,1
"X478",0,0,0,1
"X479",0,0,0,1
"X480",0,0,0,1
"X481",0,0,0,1
"X482",0,0,0,1
"X483",0,0,0,1
"X484",0,0,0,1
"X485",1.0,2.87868404016227,0.0,1
"X486",0,0,0,1
"X487",0,0,0,1
"X488",0,0,0,1
"X489",1.0,-1.12144358506162,0.0,1
"X490",0,0,0,1
"X491",1.0,-4.097664300425352,0.0,1
"X492",0,0,0,1
"X493",0,0,0,1
"X494",0,0,0,1
"X495",1.0,-4.822885361732279,0.0,1
"X496",0,0,0,1
"X497",1.0,-2.878580263701729,0.0,1
"X498",0,0,0,1
"X499",0,0,0,1
"X500",0,0,0,1
"X501",0,0,0,1
"X502",0,0,0,1
"X503",1.0,-2.695430740933287,0.0,1
"X504",0,0,0,1
"X505",1.0,-3.6611581873099777,0.0,1
"X506",1.0,-3.6611581873099777,0.0,1
"X507",0,0,0,1
"X508",1.0,-2.878580263701729,0.0,1
"X509",0,0,0,1
"X510",0,0,0,1
"X511",0,0,0,1
"X512",0,0,0,1
"X513",0,0,0,1
"X514",0,0,0,1
"X515",0,0,0,1
"X516",1.0,-2.386784806485429,0.0,1
"X517",0,0,0,1
"X518",0,0,0,1
"X519",0,0,0,1
"X520",0,0,0,1
"X521",0,0,0,1
"X522",0,0,0,1
"X523",0,0,0,1
