"X","a1","d","g","u"
"X1",5.719831930086,7.6720879080803,0.72124485219472,1
"X2",2.06018928213571,7.47454194218262,0.433212467372807,1
"X3",1.59844353918795,1.28993874411691,0.237844435444501,1
"X5",3.32851272155155,3.11789489173305,0.878852768906891,1
"X6",-0.941449937513395,1.80025118673534,0.00703191766758414,1
"X7",5.2269539389193,-3.20932084458003,0.0639241569408112,1
"X8",6.2805015052957,9.23583070855735,0.603547730551061,1
"X10",2.75512274891012,8.03908877403108,0.0384589259990208,1
"X12",5.60685287235179,4.88845998369112,0.302190989485632,1
"X13",1.27682420511551,4.75969946972078,0.421902828149361,1
"X15",2.48165733186661,-2.09634432525278,0.147284398937997,1
"X16",1.70344354735875,0.877396290691316,0.115040425679662,1
"X17",1.77344017149269,-2.67505026673318,0.0916678872228717,1
"X18",-0.0190636427707469,0.499974873287117,0.116289778847165,1
"X19",4.20616713441196,12.7687227416864,0.0379797573101588,1
"X20",7.21552870244856,8.51392810932908,0.531824450810182,1
"X21",1.68630057704087,3.07748574001835,0.206095733219365,1
"X24",4.52608538671791,7.63437785197454,0.907393810903449,1
"X26",5.95334235106738,-1.43741187420368,0.280799220295017,1
"X27",0.74641947864771,-1.04312091618996,0.0277976856692557,1
"X29",0.856802142230696,0.636411426787059,0.317927631023298,1
"X30",-0.497164878643171,-2.90065561669126,0.00256039262534871,1
"X31",8.8324587256675,-6.4040676974166,0.274999434605162,1
"X32",5.72162631635888,10.7148480547,0.569457818447316,1
"X35",1.19112501040585,0.775362172106763,0.202308447265663,1
"X36",-3.68854509763783,-13.0754858991206,0.000147406590877306,1
"X37",0.430721854776625,0.211565688628,0.00524347653709624,1
"X39",-2.3920657670922,-7.29915329655378,0.000281870033906353,1
"X40",-3.68854509763783,-13.0754858991206,0.000147406590877306,1
"X41",4.04112154524428,1.33868458218479,0.6522139727183,1
"X42",4.10040748952612,9.0728870829982,0.902348729232818,1
"X43",1.28837270466663,6.36805572151414,0.218224019122445,1
"X45",7.70546756822809,4.65110676896173,0.636408035380585,1
"X48",9.06549986600351,-4.43968784228707,0.190453408656963,1
"X49",5.75978509519352,6.13434089440041,0.860798225661814,1
"X50",2.74459735695575,7.78159391998103,0.733179056867178,1
"X52",1.20216440354554,4.86387998561222,0.302978367201671,1
"X54",4.90626197487242,12.495049460122,0.0270220793864871,1
"X55",0.364987891377492,2.2418588320686,0.0639227380611828,1
"X56",5.39574414784473,5.60470922987818,0.822125021554141,1
"X57",3.67761216746532,2.98471117675163,0.1510205203064,1
"X58",1.20495511777108,4.2010068993771,0.47291753045861,1
"X59",5.2478912183058,-2.23819952495097,0.0218158644538004,1
"X60",2.78192579984272,1.76901284450043,0.226911327014187,1
"X61",-0.491850739582767,-2.91004974590874,0.00263503091418113,1
"X62",6.02079885377916,3.58660910108632,0.791240647032723,1
"X64",0.297017499077505,1.11423445418277,0.0904509011928893,1
"X65",-3.68854509763783,-13.0754858991206,0.000147406590877306,1
"X67",4.53822461729427,6.41782629169716,0.739135630104064,1
"X68",2.24049646445979,-0.154406383283105,0.232496164513705,1
"X69",-0.033479790085009,-1.26392167042223,0.113181904980255,1
"X70",4.34371986598656,12.30008971457,0.0329538536807895,1
"X72",-2.5367525099536,-8.09331558873599,0.000185171176153511,1
"X73",4.05716355109713,8.17468695879544,0.855801544618237,1
"X76",4.29796238088652,5.93345041388752,0.245956446627202,1
"X77",-0.697776449738957,-0.994615593675245,0.000688354828891493,1
"X78",4.51838812648787,7.26013640594545,0.670147007750766,1
"X82",0.729586873943718,1.29375760391132,0.054049709924151,1
"X84",5.17290346584958,-0.901700390956345,0.292801223457103,1
"X85",2.41856809880637,4.94649843741433,0.03607008903823,1
"X86",6.91620876155612,-1.6799754988845,0.157289854626416,1
"X88",3.92154511799816,-4.238395799916,0.54597455593234,1
"X89",-2.74230326499257,-9.22366563764259,0.000185321602209359,1
"X90",-2.77196670472199,-9.2989762345609,0.000179658470382969,1
"X91",2.74459735695576,7.78159391998104,0.733179056867179,1
"X93",4.66277178876987,1.49693030085587,0.493371056373369,1
"X94",2.92700038364607,2.02797091919218,0.365311940695118,1
"X95",7.17354662877232,8.2941084566677,0.493781334367199,1
"X96",2.64700910278812,2.40730020947607,0.196666466521576,1
"X97",8.72217726613096,-5.87330937291598,0.503837035573571,1
"X98",3.65478952979559,7.57532200925733,0.852136266969066,1
"X99",9.3660160329597,-5.95464089410904,0.111154474910492,1
"X100",4.29543369992271,8.26818758066514,0.810647115385767,1
"X103",13.9145137441385,2.74174310086722,0.552036821071065,1
"X105",5.54387340276368,-6.45113650775407,0.0456898826791526,1
"X106",6.02491157670392,11.2570451453571,0.627413830419382,1
"X108",6.93607149646621,-6.09136813744713,0.352003736165955,1
"X109",4.6086986772161,10.3440987384816,0.782178436692305,1
"X111",-0.00865245424178428,0.58687505756349,0.115553451372094,1
"X112",-3.68854509763783,-13.0754858991206,0.000147406590877306,1
"X114",0.88848657245708,-2.17945957651007,0.00177212170527067,1
"X115",0.650939380477585,3.685873317609,0.219748575538302,1
"X116",5.28310947991736,6.51010184040503,0.407887190510564,1
"X117",-0.63392806156973,-1.77628764389314,0.00666717285151428,1
"X118",4.95867303524804,10.8654182150953,0.79867511433335,1
"X119",7.68696041491851,-7.27560183798312,0.111826902908985,1
"X120",2.36306854636265,4.17917277356199,0.753231341880461,1
"X121",7.26077413299535,-4.01006012255981,0.427117383214369,1
"X124",1.1357349387308,-3.03990587035014,0.161472766179825,1
"X127",6.73935957494528,0.996059721279353,0.332299146560234,1
"X129",6.83313067173652,-0.640053174913867,0.0914475810934635,1
"X133",4.22263668608671,-1.89436541868258,0.0496711337350219,1
"X134",-1.29041014146226,-5.48972156363911,0.000867059996225672,1
"X135",0.358986816207318,0.64937457500144,0.0144560986158359,1
