criterion_id,a_correctness,a_scaffolding,b,n_persons,a_se_approx
tb_0175_c02,0.713686,0.0,0.873223,114,0.154937
tb_0175_c03,1.372348,0.0,6.154075,115,0.988458
tb_0175_c05,1.255421,0.0,-2.204258,112,0.225177
tb_0176_c01,1.119666,0.0,2.186682,115,0.291921
tb_0176_c02,2.187919,0.0,5.770039,115,0.87444
tb_0176_c04,1.375343,0.0,2.57036,114,0.371594
tb_0176_c06,0.613507,0.0,4.800604,115,0.625679
tb_0176_c07,0.938252,0.0,4.536944,115,0.574936
tb_0176_c08,1.366528,0.0,4.488076,115,0.584796
tb_0176_c09,0.347629,0.0,1.965051,115,0.16004
tb_0177_c01,1.197991,0.0,-0.641354,111,0.209312
tb_0177_c02,4.351163,0.0,12.372256,115,3.873966
tb_0177_c04,0.449192,0.0,1.882621,115,0.165548
tb_0177_c05,0.531487,0.0,2.011108,115,0.183006
tb_0177_c11,1.374319,0.0,3.952849,115,0.507666
tb_0177_c14,4.323658,0.0,12.028946,110,3.900572
tb_0177_c15,6.073495,0.0,19.695755,115,4.422169
tb_0177_c16,4.339277,0.0,12.343312,114,3.877124
tb_0177_c17,0.300679,0.0,1.675413,114,0.145871
tb_0178_c03,0.613507,0.0,4.800604,115,0.625679
tb_0178_c04,0.529009,0.0,-2.873754,115,0.188172
tb_0178_c05,0.148438,0.280425,1.515404,113,0.168232
tb_0179_c01,0.274376,0.0,2.739374,115,0.21097
tb_0179_c02,0.420091,0.0,1.513202,114,0.145621
tb_0179_c03,0.529884,0.0,1.481935,115,0.154242
tb_0179_c04,1.879962,0.0,3.424836,115,0.538144
tb_0179_c06,0.613507,0.0,4.800604,115,0.625679
tb_0179_c08,1.221488,0.0,3.487053,115,0.427901
tb_0179_c09,0.923269,0.0,0.712736,114,0.182629
tb_0179_c11,0.920197,0.0,3.051006,115,0.330916
tb_0179_c14,1.03466,0.0,0.216419,115,0.187719
tb_0180_c02,1.08688,0.0,2.355205,114,0.297544
tb_0180_c03,1.368426,0.0,3.517888,114,0.457287
tb_0180_c04,0.529623,0.0,1.192209,114,0.143021
tb_0180_c05,1.020556,0.0,1.065823,115,0.211662
tb_0180_c06,0.625142,0.0,4.096201,115,0.451589
tb_0180_c07,0.576647,-0.28187,4.179213,115,0.509599
tb_0181_c01,1.53339,0.0,2.15549,114,0.384672
tb_0181_c02,1.37034,0.0,2.599616,115,0.372574
tb_0181_c08,1.792346,0.0,2.318431,115,0.460178
tb_0181_c09,1.818322,0.0,3.86084,115,0.55505
tb_0182_c01,0.327048,0.0,2.74019,115,0.216491
tb_0182_c04,6.005355,0.0,19.428087,114,4.440746
tb_0182_c05,0.613507,0.0,4.800604,115,0.625679
tb_0182_c06,0.938252,0.0,4.536944,115,0.574936
tb_0182_c07,0.590351,0.0,2.870543,115,0.262204
tb_0182_c08,1.000766,0.0,2.676163,115,0.30771
tb_0182_c09,0.268313,0.0,3.468659,115,0.292906
tb_0183_c02,0.493616,0.0,1.714586,115,0.161319
tb_0183_c03,0.609994,0.0,2.032046,114,0.194842
tb_0183_c06,0.530061,0.0,-0.25958,114,0.115703
tb_0183_c07,5.208785,1.850733,13.965601,115,4.173357
tb_0183_c08,0.799418,0.0,3.559023,115,0.378298
tb_0184_c01,1.207898,0.0,2.528924,115,0.334185
tb_0184_c02,4.351163,0.0,12.372256,115,3.873966
tb_0184_c03,0.265478,0.0,3.885892,115,0.3564
tb_0184_c04,4.351163,0.0,12.372256,115,3.873966
tb_0184_c05,1.484804,0.0,5.584853,113,0.803638
tb_0184_c06,0.0,-0.869036,4.193953,115,0.806679
tb_0184_c07,1.021413,0.0,2.072591,114,0.266155
tb_0185_c01,1.77759,0.0,1.326964,115,0.390524
tb_0185_c03,0.727305,0.0,1.092311,114,0.16488
tb_0185_c04,0.407058,0.0,2.028376,113,0.172469
tb_0186_c03,0.817109,0.0,0.873424,113,0.171545
tb_0186_c04,0.630862,0.0,4.766703,113,0.624347
tb_0186_c05,6.073495,0.0,19.695755,115,4.422169
tb_0186_c06,0.938252,0.0,4.536944,115,0.574936
tb_0186_c08,0.613507,0.0,4.800604,115,0.625679
tb_0186_c10,1.123674,0.0,3.167336,111,0.391226
tb_0186_c12,0.83798,0.0,3.934993,115,0.444259
tb_0186_c13,0.65462,0.0,0.234546,112,0.132508
tb_0187_c01,0.785464,0.0,0.483997,111,0.157341
tb_0187_c03,6.073495,0.0,19.695755,115,4.422169
tb_0187_c05,1.751069,0.0,4.623433,115,0.643316
tb_0187_c07,2.708408,2.98059,8.493531,115,2.714178
tb_0187_c09,6.073495,0.0,19.695755,115,4.422169
tb_0188_c02,0.81701,0.0,3.10929,115,0.321571
tb_0188_c03,1.212005,0.0,4.560724,115,0.586135
tb_0188_c05,0.749278,0.0,2.399253,115,0.241965
tb_0188_c07,4.452396,0.0,11.803876,115,3.907006
tb_0189_c01,0.929041,0.0,1.15103,110,0.201341
tb_0189_c02,0.873943,0.0,1.616025,111,0.214681
tb_0189_c03,0.322499,0.0,2.294187,115,0.179224
tb_0189_c05,1.010797,0.0,3.850748,114,0.448626
tb_0189_c06,1.515872,0.0,5.593421,114,0.798443
tb_0189_c09,0.903699,0.0,1.493998,112,0.212531
tb_0190_c03,0.820943,0.0,1.901642,115,0.218544
tb_0190_c06,1.372348,0.0,6.154075,115,0.988458
tb_0190_c07,0.928232,0.0,0.972729,112,0.194106
tb_0190_c08,0.897427,0.0,4.0236,115,0.465959
tb_0190_c09,0.722848,0.0,2.495807,113,0.247526
tb_0190_c10,1.576539,0.0,2.963635,113,0.44628
tb_0190_c11,0.831114,0.0,1.59741,114,0.203231
tb_0190_c12,0.747029,0.0,1.94255,114,0.209938
tb_0191_c06,0.613507,0.0,4.800604,115,0.625679
tb_0191_c07,2.030505,-2.267678,6.637823,115,0.901193
tb_0191_c08,0.613507,0.0,4.800604,115,0.625679
tb_0191_c09,1.372348,0.0,6.154075,115,0.988458
tb_0192_c02,0.934988,0.0,2.001134,115,0.244587
tb_0192_c03,0.492818,0.0,1.630631,115,0.156961
tb_0192_c05,6.073381,0.0,19.69537,114,4.422511
tb_0192_c06,0.664595,0.0,3.146612,115,0.304014
tb_0192_c07,1.953107,0.0,5.64419,114,0.839798
tb_0192_c08,0.842043,0.0,3.616923,115,0.392358
tb_0192_c09,0.613507,0.0,4.800604,115,0.625679
tb_0192_c12,0.498038,0.0,3.552694,115,0.33675
tb_0193_c01,0.696092,0.0,2.228794,115,0.22069
tb_0193_c02,0.78224,0.0,-0.26324,114,0.143631
tb_0193_c03,0.787406,0.0,0.637355,115,0.158546
tb_0193_c04,0.685351,0.0,1.130534,114,0.16023
tb_0193_c05,0.897979,0.0,1.866606,115,0.22959
tb_0193_c09,0.326994,-0.863142,2.776536,114,0.262234
tb_0194_c01,1.503996,0.0,-3.756447,114,0.291649
tb_0194_c02,0.627677,0.0,4.717914,110,0.610964
tb_0194_c03,1.004719,0.0,3.859951,115,0.448866
tb_0194_c04,0.603317,0.0,2.031349,113,0.194505
tb_0194_c06,0.520624,0.0,-0.455089,112,0.114892
tb_0194_c07,0.851547,0.0,1.553838,115,0.204171
tb_0194_c09,1.092573,0.0,-1.333647,114,0.188384
tb_0195_c01,1.219736,0.0,2.501001,112,0.337498
tb_0195_c02,1.505774,0.0,0.817636,111,0.30799
tb_0195_c03,0.905727,0.469111,3.526283,114,0.411756
tb_0195_c04,1.756772,0.0,2.538323,115,0.462936
tb_0195_c06,2.456015,0.0,5.99056,115,0.909407
tb_0196_c02,0.850092,0.0,0.996072,115,0.17958
tb_0196_c03,4.452396,0.0,11.803876,115,3.907006
tb_0196_c04,0.823483,0.0,-0.366622,114,0.147659
tb_0196_c05,0.51757,0.0,1.027893,113,0.137778
tb_0196_c06,0.633464,0.0,-0.362507,115,0.124209
tb_0197_c04,0.262485,0.0,4.590646,115,0.500534
tb_0197_c05,0.125112,0.0,3.928225,115,0.343775
tb_0197_c07,0.611757,0.0,2.043156,114,0.195781
tb_0197_c08,0.428093,0.0,1.260935,115,0.134156
tb_0197_c09,0.381057,0.0,1.468032,115,0.137964
tb_0197_c10,0.410996,0.0,-0.412529,114,0.105807
tb_0197_c11,0.657753,0.0,-0.114277,114,0.129112
tb_0198_c04,2.708408,2.98059,8.493531,115,2.714178
tb_0198_c05,1.078729,0.0,3.473872,115,0.404726
tb_0198_c06,1.23666,0.522061,2.560012,114,0.342681
tb_0199_c04,1.742519,0.0,4.137249,115,0.574759
tb_0199_c05,2.101733,0.0,3.239365,115,0.59704
tb_0199_c06,1.372348,0.0,6.154075,115,0.988458
tb_0199_c07,1.064897,0.0,1.526976,115,0.24151
tb_0200_c06,0.4573,0.0,0.981566,105,0.133035
tb_0200_c07,1.040186,0.0,4.658958,114,0.607621
tb_0200_c08,0.512822,0.0,1.688813,111,0.163971
tb_0200_c09,4.351163,0.0,12.372256,115,3.873966
tb_0201_c01,0.327048,0.0,2.74019,115,0.216491
tb_0201_c02,0.366193,0.0,0.815977,115,0.115035
tb_0201_c04,0.759382,0.0,1.497479,115,0.186467
tb_0201_c06,0.938252,0.0,4.536944,115,0.574936
tb_0201_c08,6.073495,0.0,19.695755,115,4.422169
tb_0202_c02,0.879437,0.0,0.043715,115,0.159518
tb_0202_c03,0.948875,0.0,2.01413,115,0.247939
tb_0202_c04,1.158842,0.0,3.010813,114,0.366882
tb_0202_c05,0.576147,-0.284269,4.179989,115,0.509644
tb_0202_c06,0.821545,0.0,0.377508,115,0.157185
tb_0202_c07,0.955342,0.0,1.627864,115,0.226236
tb_0203_c01,0.613507,0.0,4.800604,115,0.625679
tb_0203_c02,0.778185,0.202715,2.353558,115,0.261228
tb_0203_c04,0.171088,0.0,3.481661,114,0.283101
tb_0203_c05,1.358274,0.0,3.326868,115,0.432147
tb_0204_c02,0.729663,0.0,0.512733,115,0.147282
tb_0204_c03,0.617832,0.0,-0.051547,115,0.124503
tb_0204_c04,0.583514,0.0,0.877444,114,0.138908
tb_0204_c05,1.617299,0.0,5.886384,114,0.857248
tb_0204_c06,6.073495,0.0,19.695755,115,4.422169
tb_0204_c07,0.613507,0.0,4.800604,115,0.625679
tb_0205_c01,1.127704,0.0,3.549286,115,0.421343
tb_0205_c02,1.836341,0.0,3.889368,115,0.560231
tb_0205_c03,1.149724,0.0,1.997644,115,0.285564
tb_0205_c04,1.841054,0.0,5.414915,115,0.785703
tb_0205_c05,0.711319,0.0,2.643132,115,0.257133
tb_0206_c01,1.932888,0.0,5.590047,114,0.834152
tb_0206_c03,0.275435,0.0,3.154474,114,0.25472
tb_0206_c05,5.932842,-0.599478,19.835675,115,4.479058
tb_0206_c06,1.506857,0.0,3.379428,115,0.461919
tb_0206_c07,5.932842,-0.599478,19.835675,115,4.479058
tb_0207_c02,1.179522,0.0,1.418593,113,0.261817
tb_0207_c08,0.0,-0.749116,2.652419,114,0.408575
tb_0208_c02,6.073495,0.0,19.695755,115,4.422169
tb_0208_c05,4.452396,0.0,11.803876,115,3.907006
tb_0208_c07,0.529127,0.0,1.725821,115,0.166115
tb_0209_c03,0.670405,0.0,0.587644,110,0.142915
tb_0209_c07,0.573921,0.0,-0.681001,112,0.119649
tb_0209_c08,0.307216,0.0,1.283163,115,0.124516
tb_0210_c02,1.258285,-0.659345,-2.014963,114,0.297589
tb_0210_c03,0.0,-0.924263,0.661212,110,0.250613
tb_0210_c04,0.0,-0.772192,2.021897,115,0.324583
tb_0210_c05,0.468863,0.0,0.424823,115,0.115793
tb_0210_c07,0.524881,0.0,0.771438,115,0.128738
tb_0210_c08,0.1902,0.0,2.000269,115,0.149476
tb_0211_c01,1.419751,0.0,3.332298,114,0.451598
tb_0211_c02,5.932842,-0.599478,19.835675,115,4.479058
tb_0212_c01,0.544571,0.0,-0.106843,114,0.116968
tb_0212_c02,0.866135,0.0,0.855078,115,0.177215
tb_0212_c03,0.960157,0.0,1.596735,114,0.225678
tb_0212_c05,0.353096,0.0,1.698012,115,0.146027
tb_0212_c09,1.372348,0.0,6.154075,115,0.988458
tb_0213_c04,1.953946,0.0,5.646063,115,0.839098
tb_0213_c05,1.118138,0.0,3.26314,114,0.391727
tb_0213_c06,1.372348,0.0,6.154075,115,0.988458
tb_0213_c07,4.512656,0.0,11.795398,113,3.901193
tb_0213_c08,0.215398,0.447973,3.546659,115,0.386147
tb_0213_c11,0.080281,-0.116109,3.951537,115,0.46577
tb_0214_c05,6.073495,0.0,19.695755,115,4.422169
tb_0214_c07,1.499258,0.0,5.628744,115,0.805719
tb_0215_c02,1.137168,0.0,4.424365,115,0.556943
tb_0215_c03,1.290252,0.0,2.419838,114,0.349808
tb_0215_c04,1.652947,0.0,5.433761,115,0.770232
tb_0215_c05,2.708408,2.98059,8.493531,115,2.714178
tb_0215_c08,1.652947,0.0,5.433761,115,0.770232
tb_0215_c09,1.652947,0.0,5.433761,115,0.770232
tb_0216_c05,6.073495,0.0,19.695755,115,4.422169
tb_0216_c06,6.073495,0.0,19.695755,115,4.422169
tb_0216_c09,0.0,-1.020694,0.547898,111,0.254674
tb_0217_c01,0.837929,0.0,1.531831,113,0.202658
tb_0217_c02,0.336731,0.0,2.72558,114,0.216597
tb_0218_c01,2.277456,0.0,4.603686,115,0.679522
tb_0218_c02,0.577856,0.0,0.764551,115,0.134456
tb_0218_c04,1.499258,0.0,5.628744,115,0.805719
tb_0218_c06,2.249615,0.0,5.030369,115,0.725151
tb_0218_c07,6.073495,0.0,19.695755,115,4.422169
tb_0218_c09,1.423245,0.0,-0.378647,115,0.252787
tb_0219_c01,0.70902,0.0,3.152746,114,0.314829
tb_0219_c02,6.073495,0.0,19.695755,115,4.422169
tb_0219_c03,1.04022,0.0,3.916936,115,0.461661
tb_0219_c04,1.212005,0.0,4.560724,115,0.586135
tb_0219_c06,6.073495,0.0,19.695755,115,4.422169
tb_0219_c07,0.777965,0.0,1.524747,114,0.196567
tb_0219_c08,0.764819,-0.028505,1.771017,114,0.223585
tb_0219_c09,4.351163,0.0,12.372256,115,3.873966
tb_0219_c11,0.0,-1.736191,5.645994,115,1.369931
tb_0220_c01,2.08193,0.0,2.771479,115,0.574819
tb_0220_c03,1.265653,0.0,0.921873,115,0.253671
tb_0220_c04,1.36838,0.398675,1.40684,115,0.30234
tb_0221_c02,0.531202,0.0,1.033071,109,0.139618
tb_0221_c03,0.655546,0.0,4.092946,114,0.459665
tb_0221_c05,0.717965,0.0,2.132063,115,0.217116
tb_0221_c06,0.498038,0.0,3.552694,115,0.33675
tb_0221_c07,0.594016,0.0,1.725934,113,0.174503
tb_0222_c01,1.372348,0.0,6.154075,115,0.988458
tb_0222_c04,1.519324,0.0,3.398195,115,0.465754
tb_0222_c06,0.0,-0.221002,4.710014,115,0.985111
tb_0222_c07,0.566701,0.0,3.055209,115,0.279477
tb_0223_c01,0.558544,0.0,1.875457,112,0.17852
tb_0223_c03,1.487379,0.0,4.40914,115,0.585391
tb_0223_c06,1.487379,0.0,4.40914,115,0.585391
tb_0223_c07,0.022414,-0.461795,1.312559,114,0.155823
tb_0224_c04,1.223988,0.0,3.944252,115,0.487085
tb_0224_c06,1.359539,0.0,3.927718,115,0.502408
tb_0224_c07,0.678356,0.0,3.725389,115,0.389289
tb_0224_c10,0.0,-0.577043,0.589359,115,0.211614
tb_0225_c07,1.134184,-0.436865,0.437816,114,0.237639
tb_0225_c08,1.002449,0.0,0.665006,115,0.193943
tb_0225_c09,1.156465,0.0,1.24907,113,0.246916
tb_0225_c10,0.791547,0.0,2.892023,115,0.293811
tb_0225_c12,0.653874,0.0,0.822708,115,0.145381
tb_0226_c03,1.226756,0.0,3.057725,114,0.389858
tb_0226_c04,2.98081,0.0,5.782864,115,0.852101
tb_0226_c05,0.610442,0.0,2.88778,115,0.266814
tb_0226_c07,1.982826,0.0,4.330908,115,0.621138
tb_0226_c08,2.667473,0.0,4.999284,115,0.767701
tb_0226_c09,1.004719,0.0,3.859951,115,0.448866
tb_0226_c16,1.126841,0.0,2.160747,114,0.291606
tb_0226_c17,1.292588,0.522041,4.475137,115,0.614224
tb_0226_c18,1.499258,0.0,5.628744,115,0.805719
tb_0226_c19,1.094986,-0.044102,2.674507,115,0.333785
tb_0227_c02,1.080687,0.0,1.095655,115,0.224158
tb_0227_c05,5.020075,5.563213,12.511708,115,4.53742
tb_0227_c06,0.691752,0.0,2.784788,115,0.267819
tb_0228_c04,0.498038,0.0,3.552694,115,0.33675
tb_0228_c05,0.613507,0.0,4.800604,115,0.625679
tb_0228_c06,0.613507,0.0,4.800604,115,0.625679
tb_0229_c01,1.372348,0.0,6.154075,115,0.988458
tb_0229_c02,0.712572,0.0,-0.929884,114,0.13343
tb_0229_c03,1.44484,-1.04791,6.364581,114,0.854225
tb_0230_c03,1.617502,0.0,5.886871,115,0.856948
tb_0230_c04,0.59671,0.0,-0.30012,112,0.121366
tb_0230_c08,0.385371,0.0,0.268077,113,0.107374
tb_0230_c10,1.417318,0.0,1.50631,115,0.315369
tb_0231_c01,0.965669,0.0,0.492284,111,0.185133
tb_0231_c02,0.609892,0.0,4.79239,114,0.62528
tb_0231_c03,0.757847,0.0,1.481339,114,0.185597
tb_0231_c04,0.932322,0.0,0.497667,102,0.184136
tb_0231_c05,0.864462,0.0,0.037503,112,0.159788
tb_0231_c06,1.1248,0.0,1.224547,110,0.244495
tb_0231_c07,0.989476,0.0,-0.295659,113,0.173576
tb_0231_c08,4.351163,0.0,12.372256,115,3.873966
tb_0231_c10,1.223417,-4.479305,8.566125,115,0.676291
tb_0232_c01,0.866013,0.0,0.532643,114,0.168329
tb_0232_c02,0.662625,0.0,1.372301,115,0.166472
tb_0232_c03,1.018147,0.0,1.677253,115,0.240605
tb_0232_c04,0.589895,0.0,2.397314,115,0.21839
tb_0232_c05,0.728922,0.0,1.73917,115,0.194333
tb_0232_c06,0.938252,0.0,4.536944,115,0.574936
tb_0232_c08,0.203767,-0.474904,1.438279,115,0.165383
tb_0233_c01,0.950562,0.0,0.879591,115,0.192105
tb_0233_c03,1.372348,0.0,6.154075,115,0.988458
tb_0234_c01,0.618861,0.0,0.652177,113,0.136962
tb_0234_c02,0.710027,0.0,0.029592,111,0.137672
tb_0234_c03,1.770757,0.0,2.826607,115,0.481801
tb_0234_c04,1.603054,0.702657,3.191044,114,0.463154
tb_0234_c07,0.613507,0.0,4.800604,115,0.625679
tb_0234_c08,0.405148,0.0,1.617774,115,0.147022
tb_0235_c01,1.248403,0.0,2.824566,114,0.366011
tb_0235_c03,0.974925,0.0,0.339389,113,0.18149
tb_0235_c06,0.653266,0.0,1.687186,114,0.181001
tb_0236_c01,1.197043,0.0,3.898881,115,0.477311
tb_0236_c02,5.932842,-0.599478,19.835675,115,4.479058
tb_0236_c03,0.91548,0.0,0.30037,115,0.169823
tb_0236_c04,0.658388,0.0,0.867277,114,0.147295
tb_0236_c05,0.871616,0.0,0.628193,113,0.17256
tb_0236_c07,6.073495,0.0,19.695755,115,4.422169
tb_0236_c08,0.544319,0.0,1.526978,113,0.158376
tb_0236_c09,0.614102,0.0,1.058562,114,0.147801
tb_0237_c01,0.613507,0.0,4.800604,115,0.625679
tb_0237_c02,0.620932,0.0,2.291173,115,0.2144
tb_0237_c03,0.581064,0.573167,3.935244,115,0.473684
tb_0237_c04,1.078729,0.0,3.473872,115,0.404726
tb_0237_c05,0.268313,0.0,3.468659,115,0.292906
tb_0237_c06,0.784078,0.0,2.708794,114,0.275192
tb_0237_c07,0.548814,0.0,0.360832,114,0.123111
tb_0238_c10,0.653262,0.0,3.67867,114,0.378258
tb_0238_c11,0.262485,0.0,4.590646,115,0.500534
tb_0238_c17,0.48927,0.0,3.536516,114,0.333302
tb_0239_c02,1.372348,0.0,6.154075,115,0.988458
tb_0239_c08,1.630413,0.338937,2.923542,115,0.452411
tb_0240_c02,1.372348,0.0,6.154075,115,0.988458
tb_0241_c01,1.009993,0.0,-0.485502,107,0.178217
tb_0241_c03,0.272002,0.0,2.297527,115,0.174844
tb_0241_c07,1.088297,0.0,3.488459,115,0.407953
tb_0241_c10,0.450265,0.0,3.319841,106,0.317502
tb_0241_c11,0.820961,0.0,1.247516,112,0.188324
tb_0241_c12,0.843257,0.0,1.821761,115,0.21748
tb_0241_c13,0.695127,0.0,2.923487,113,0.287566
tb_0242_c02,1.953946,0.0,5.646063,115,0.839098
tb_0242_c03,1.985442,0.0,3.748058,115,0.577661
tb_0242_c04,2.956557,0.0,2.796353,115,0.868915
tb_0242_c05,5.932842,-0.599478,19.835675,115,4.479058
tb_0242_c06,1.049331,0.0,1.971554,114,0.264091
tb_0243_c02,0.81105,0.0,3.101926,115,0.319828
tb_0243_c05,1.761182,0.0,5.660818,115,0.820675
tb_0243_c08,1.372348,0.0,6.154075,115,0.988458
tb_0243_c10,1.310143,0.0,4.384357,115,0.562828
tb_0243_c11,0.942077,0.0,0.87687,115,0.190554
tb_0243_c13,0.321379,0.0,2.425373,115,0.188953
tb_0243_c14,0.726969,-0.607883,2.425944,115,0.264155
tb_0243_c15,0.0,-1.072206,2.671016,114,0.433577
tb_0244_c03,0.78917,0.0,1.327087,113,0.184094
tb_0244_c05,0.637584,0.0,0.966307,113,0.148149
tb_0244_c06,0.688496,0.0,0.914843,88,0.172851
tb_0244_c07,1.499258,0.0,5.628744,115,0.805719
tb_0244_c08,1.025289,0.0,2.14913,110,0.283192
tb_0244_c09,4.452396,0.0,11.803876,115,3.907006
tb_0245_c01,1.8404,0.0,-2.467915,114,0.355634
tb_0245_c02,1.170728,0.0,-0.439207,115,0.201977
tb_0245_c03,0.831385,0.0,0.183214,114,0.15555
tb_0245_c05,0.630624,0.0,4.784047,114,0.62946
tb_0245_c06,3.375123,0.0,6.894711,112,1.038389
tb_0245_c07,0.918839,0.0,0.552758,114,0.176541
tb_0245_c09,1.890512,0.0,4.271101,114,0.618834
tb_0245_c10,0.657695,0.0,1.696607,115,0.181507
tb_0245_c11,0.630624,0.0,4.784047,114,0.62946
tb_0245_c12,1.499258,0.0,5.628744,115,0.805719
tb_0245_c14,4.339277,0.0,12.343312,114,3.877124
tb_0245_c15,4.326144,0.0,12.183304,113,3.888513
tb_0246_c01,2.249615,0.0,5.030369,115,0.725151
tb_0247_c01,0.69379,0.0,1.308683,115,0.168124
tb_0247_c02,1.002204,0.0,2.00262,114,0.261308
tb_0247_c03,0.911176,0.0,0.033027,115,0.164161
tb_0247_c04,0.922714,0.0,2.207683,115,0.256442
tb_0247_c05,1.372348,0.0,6.154075,115,0.988458
tb_0247_c06,0.632937,0.0,2.691258,114,0.253461
tb_0247_c07,0.637072,0.0,4.109482,115,0.455894
tb_0248_c01,1.560413,0.0,2.442433,115,0.40588
tb_0248_c02,0.635714,0.0,1.079175,115,0.151288
tb_0248_c03,4.351163,0.0,12.372256,115,3.873966
tb_0248_c04,1.42531,0.0,-1.148898,114,0.251262
tb_0248_c05,0.0,-0.221001,4.710014,115,0.985111
tb_0249_c01,0.887352,0.0,3.00741,114,0.322317
tb_0249_c03,0.941425,0.0,3.496678,115,0.388142
tb_0249_c05,1.004719,0.0,3.859951,115,0.448866
tb_0250_c01,0.977178,0.0,1.975198,113,0.256182
tb_0250_c02,0.925982,0.0,2.099328,115,0.249473
tb_0250_c03,0.83166,0.0,2.570196,114,0.27339
tb_0250_c07,0.802152,0.0,0.981039,115,0.171498
tb_0251_c01,1.034918,0.0,0.594526,115,0.197502
tb_0251_c02,1.168182,0.0,0.793058,115,0.229031
tb_0251_c03,1.557321,0.0,1.290246,115,0.335818
tb_0251_c04,1.378198,0.0,2.743362,115,0.384737
tb_0251_c05,1.611001,0.0,3.052966,115,0.455763
tb_0251_c06,1.441117,0.0,-0.869316,115,0.253408
tb_0252_c02,1.137168,0.0,4.424365,115,0.556943
tb_0252_c03,0.613507,0.0,4.800604,115,0.625679
tb_0252_c04,0.678356,0.0,3.725389,115,0.389289
tb_0252_c05,1.694588,0.0,1.789352,113,0.40125
tb_0253_c01,0.29974,-1.427389,5.53367,113,0.774454
tb_0253_c03,0.0,-1.256435,2.16281,112,0.386794
tb_0253_c05,1.372348,0.0,6.154075,115,0.988458
tb_0253_c06,1.523036,0.0,3.957814,114,0.529352
tb_0254_c03,1.359539,0.0,3.927718,115,0.502408
tb_0254_c04,2.481007,0.0,5.283634,114,0.783161
tb_0254_c05,1.820738,0.0,3.184612,115,0.512186
tb_0254_c06,1.982129,0.0,4.792752,115,0.682622
tb_0254_c08,0.265478,0.0,3.885892,115,0.3564
tb_0255_c01,1.212005,0.0,4.560724,115,0.586135
tb_0255_c03,1.212005,0.0,4.560724,115,0.586135
tb_0255_c04,1.544547,0.21314,5.607877,115,0.852235
tb_0255_c05,0.48255,0.0,2.994674,115,0.261292
tb_0255_c06,0.811719,0.0,2.749208,115,0.282685
tb_0256_c05,0.776521,0.0,-0.322138,115,0.141149
tb_0257_c02,0.933201,0.0,2.503925,111,0.288636
tb_0257_c03,0.628763,0.0,3.656893,113,0.3737
tb_0257_c04,-0.011663,0.0,4.047417,115,0.347341
tb_0257_c07,1.378886,0.0,6.109308,114,0.969972
tb_0257_c08,1.795874,0.0,5.644177,114,0.824946
tb_0257_c10,1.499258,0.0,5.628744,115,0.805719
tb_0257_c12,-0.296342,-5.658673,9.577109,115,0.846417
tb_0258_c02,0.224506,0.0,1.555357,113,0.130341
tb_0258_c03,0.613507,0.0,4.800604,115,0.625679
tb_0258_c04,1.372348,0.0,6.154075,115,0.988458
tb_0259_c02,0.871418,0.0,2.047978,115,0.236446
tb_0259_c03,0.871423,0.0,1.314292,115,0.196042
tb_0259_c04,1.499258,0.0,5.628744,115,0.805719
tb_0259_c05,0.669976,0.0,3.152219,115,0.305458
tb_0259_c09,0.590428,0.0,0.657834,112,0.134507
tb_0259_c10,0.691752,0.0,2.784788,115,0.267819
tb_0259_c11,0.424136,0.0,3.92836,115,0.388721
tb_0259_c12,1.336703,0.0,-0.726863,111,0.236423
tb_0259_c13,0.920739,0.0,-0.036399,115,0.164583
tb_0259_c14,0.382705,0.0,2.263372,113,0.185507
tb_0259_c15,0.959952,0.0,4.522341,114,0.57593
tb_0260_c01,0.968442,0.0,1.203623,115,0.20802
tb_0260_c02,0.880599,0.0,-1.59846,113,0.159803
tb_0260_c04,-0.113711,-1.332185,4.078297,115,0.428964
tb_0260_c06,0.553166,0.0,-0.072368,114,0.117716
tb_0260_c07,0.40441,0.0,2.955794,115,0.247115
tb_0261_c01,1.372348,0.0,6.154075,115,0.988458
tb_0261_c02,3.103167,0.0,6.647551,115,0.977685
tb_0261_c03,2.101006,0.0,2.937285,115,0.58854
tb_0261_c05,1.372348,0.0,6.154075,115,0.988458
tb_0261_c06,5.391638,0.0,7.199475,115,3.667538
tb_0261_c08,5.208785,1.850733,13.965601,115,4.173357
tb_0262_c01,1.499258,0.0,5.628744,115,0.805719
tb_0262_c02,1.499258,0.0,5.628744,115,0.805719
tb_0262_c03,1.205199,-0.991596,6.637981,115,0.996049
tb_0262_c04,1.223778,0.0,3.468118,114,0.426679
tb_0262_c09,0.0,-1.352099,3.791464,115,0.679221
tb_0263_c02,0.89511,0.0,2.400251,113,0.286559
tb_0263_c03,1.548439,0.0,4.521503,115,0.608861
tb_0263_c04,1.499258,0.0,5.628744,115,0.805719
tb_0263_c06,1.77538,0.0,4.66839,115,0.652144
tb_0263_c07,1.004719,0.0,3.859951,115,0.448866
tb_0263_c12,4.414381,0.0,11.38111,82,3.938494
tb_0264_c02,0.572792,0.0,1.341704,114,0.154199
tb_0264_c06,1.617502,0.0,5.886871,115,0.856948
tb_0264_c08,0.114054,-0.521637,2.871921,115,0.277001
tb_0264_c10,0.506447,0.0,1.967851,114,0.179649
tb_0265_c01,1.189412,0.0,-0.14859,113,0.210705
tb_0265_c03,1.205199,-0.991596,6.637981,115,0.996049
