criterion_id,a_correctness,a_scaffolding,b,n_persons,a_se_approx
tb_0088_c01,1.372348,0.0,6.154075,115,0.988458
tb_0088_c02,0.612718,0.0,0.580943,114,0.134606
tb_0088_c03,0.92815,0.0,0.162252,115,0.169036
tb_0088_c04,1.243096,0.0,-0.586553,114,0.214695
tb_0088_c05,0.802538,0.0,2.7389,115,0.280241
tb_0088_c06,1.295599,0.0,0.113953,115,0.234324
tb_0088_c09,0.615492,0.0,0.051211,115,0.125311
tb_0089_c01,1.799037,0.0,3.802078,114,0.548855
tb_0089_c02,0.897852,0.052262,2.532024,115,0.291963
tb_0089_c03,0.534075,0.0,1.005789,115,0.136492
tb_0089_c04,1.464889,1.214384,3.472742,115,0.451834
tb_0090_c01,6.073495,0.0,19.695755,115,4.422169
tb_0090_c02,0.297316,0.0,0.897766,115,0.111992
tb_0090_c03,0.599716,0.0,0.478949,115,0.130296
tb_0090_c04,0.331984,0.0,1.765869,114,0.147998
tb_0090_c05,1.211954,0.0,4.56063,115,0.586115
tb_0090_c06,0.0,-0.693319,2.500541,114,0.381264
tb_0090_c07,0.938252,0.0,4.536944,115,0.574936
tb_0091_c02,0.36423,0.0,1.753091,113,0.152857
tb_0091_c04,1.020028,0.0,0.538402,113,0.195178
tb_0091_c06,0.761338,0.0,0.83336,115,0.160462
tb_0092_c02,1.240898,0.0,2.569446,115,0.343819
tb_0092_c03,1.841054,0.0,5.414915,115,0.785703
tb_0092_c05,0.660569,0.0,3.391384,115,0.335571
tb_0092_c08,0.177038,0.0,1.405449,115,0.120632
tb_0093_c01,0.985816,0.0,-0.080509,113,0.175451
tb_0093_c03,0.446175,0.0,2.775143,115,0.233594
tb_0093_c04,1.932888,0.0,5.590047,114,0.834152
tb_0093_c07,1.703107,0.0,1.392609,115,0.376436
tb_0093_c09,0.613507,0.0,4.800604,115,0.625679
tb_0094_c03,0.644577,0.0,3.687243,115,0.378517
tb_0094_c05,0.0,-1.213665,0.61036,113,0.27621
tb_0095_c01,1.468591,0.0,1.440764,115,0.32352
tb_0095_c02,1.168995,0.0,1.910626,115,0.284134
tb_0095_c05,1.11731,0.0,2.299003,114,0.300475
tb_0095_c06,0.527989,0.0,2.00564,114,0.183097
tb_0095_c08,0.454738,0.0,3.215496,114,0.285235
tb_0095_c09,1.366528,0.0,4.488076,115,0.584796
tb_0096_c04,0.645221,0.0,2.189317,115,0.21035
tb_0096_c05,0.262485,0.0,4.590646,115,0.500534
tb_0096_c06,0.432354,0.0,2.1917,115,0.183319
tb_0097_c01,1.055975,0.0,-0.688819,114,0.180442
tb_0097_c02,0.916351,1.029786,3.460798,115,0.395679
tb_0097_c03,4.711525,-0.592274,12.198658,115,3.866194
tb_0098_c02,1.637529,0.638889,0.016858,115,0.323451
tb_0098_c04,0.570828,0.0,2.523638,115,0.226343
tb_0098_c05,1.629605,1.178183,1.313179,114,0.348357
tb_0098_c06,0.923691,0.0,1.758678,114,0.227954
tb_0098_c07,-0.43761,-2.359321,6.218514,115,0.890261
tb_0098_c08,1.554646,0.0,2.833568,115,0.42882
tb_0098_c09,1.211552,0.0,1.168322,115,0.253326
tb_0098_c10,0.48273,0.210182,2.576537,115,0.260094
tb_0099_c02,0.884969,0.0,4.004618,115,0.461372
tb_0099_c03,1.372348,0.0,6.154075,115,0.988458
tb_0099_c05,0.843257,0.0,1.821761,115,0.21748
tb_0099_c07,0.58487,0.0,1.661376,115,0.169751
tb_0099_c11,0.283989,0.0,1.353631,115,0.1254
tb_0099_c12,5.208785,1.850733,13.965601,115,4.173357
tb_0100_c01,1.499258,0.0,5.628744,115,0.805719
tb_0100_c02,0.83798,0.0,3.934993,115,0.444259
tb_0100_c04,1.372348,0.0,6.154075,115,0.988458
tb_0100_c06,1.966291,0.0,3.719889,115,0.572102
tb_0101_c01,1.463367,0.0,3.15121,114,0.436089
tb_0101_c02,4.351163,0.0,12.372256,115,3.873966
tb_0101_c03,0.824341,0.0,1.060913,115,0.177886
tb_0101_c04,0.021536,-0.842748,4.178398,115,0.486463
tb_0101_c05,0.531487,0.0,2.011108,115,0.183006
tb_0101_c06,2.708408,2.98059,8.493531,115,2.714178
tb_0102_c02,-0.024889,0.0,3.342343,114,0.249387
tb_0102_c03,0.570707,0.0,0.234505,112,0.124732
tb_0102_c04,0.630908,0.0,0.657489,113,0.140569
tb_0102_c06,0.49265,0.0,0.779555,112,0.127325
tb_0102_c07,0.425221,0.0,1.518443,113,0.145677
tb_0102_c08,1.016885,0.0,3.005144,114,0.342414
tb_0102_c10,1.372276,0.0,6.153898,114,0.988637
tb_0102_c11,5.00986,0.0,12.09766,114,3.774855
tb_0102_c12,0.278968,0.0,1.918887,111,0.153838
tb_0102_c14,0.31719,0.195896,2.051784,114,0.207102
tb_0102_c15,6.073495,0.0,19.695755,114,4.422169
tb_0103_c02,0.713962,0.0,2.472891,113,0.243679
tb_0103_c06,0.991669,0.0,-0.878176,115,0.169762
tb_0103_c08,1.900632,0.0,5.433815,114,0.800917
tb_0103_c09,0.613507,0.0,4.800604,115,0.625679
tb_0104_c02,1.070879,0.0,1.705061,111,0.258346
tb_0104_c03,0.902279,0.0,0.137036,114,0.164577
tb_0104_c04,0.790476,0.0,0.508096,115,0.155675
tb_0104_c05,0.814076,0.0,0.315107,115,0.154783
tb_0104_c06,-0.01155,0.0,4.74925,115,0.488775
tb_0104_c07,0.796282,0.0,1.354886,115,0.185589
tb_0104_c09,0.849525,0.0,3.951801,115,0.448434
tb_0104_c13,0.485905,0.0,2.623601,115,0.22418
tb_0104_c14,1.192358,0.0,4.524498,115,0.578436
tb_0104_c15,0.860957,0.0,1.74072,115,0.215811
tb_0104_c16,0.147344,0.0,1.621197,115,0.127831
tb_0105_c01,1.210379,0.0,3.921277,115,0.482141
tb_0105_c02,1.778566,0.0,-2.585222,115,0.336895
tb_0105_c04,1.372348,0.0,6.154075,115,0.988458
tb_0105_c05,0.990136,0.0,2.663122,115,0.304686
tb_0105_c06,6.073381,0.0,19.69537,114,4.422511
tb_0105_c08,1.28644,0.0,3.457169,111,0.445862
tb_0105_c09,1.372348,0.0,6.154075,115,0.988458
tb_0105_c11,0.349241,0.0,3.176549,115,0.26551
tb_0105_c12,0.938252,0.0,4.536944,115,0.574936
tb_0105_c15,0.665441,0.0,1.723937,113,0.186976
tb_0105_c16,0.265478,0.0,3.885892,115,0.3564
tb_0105_c18,0.262485,0.0,4.590646,115,0.500534
tb_0105_c19,0.352095,0.0,1.2712,115,0.127654
tb_0106_c02,0.407957,0.0,2.957166,115,0.247698
tb_0106_c03,0.613717,0.0,4.783876,114,0.620751
tb_0106_c04,0.685042,0.0,2.219851,115,0.218381
tb_0106_c06,0.613507,0.0,4.800604,115,0.625679
tb_0107_c01,0.680465,0.0,2.954365,115,0.283952
tb_0107_c02,6.073495,0.0,19.695755,115,4.422169
tb_0107_c03,3.701896,8.859567,12.754475,115,2.024992
tb_0107_c04,0.312115,-1.419141,5.560255,115,0.776766
tb_0107_c05,1.372348,0.0,6.154075,115,0.988458
tb_0107_c06,1.136059,0.0,1.896801,110,0.282177
tb_0108_c06,1.14535,0.0,1.30942,115,0.246526
tb_0108_c09,0.613507,0.0,4.800604,115,0.625679
tb_0109_c01,0.194359,0.0,3.183462,115,0.248617
tb_0109_c02,0.716023,0.0,1.186552,112,0.16729
tb_0109_c03,1.024211,0.0,-0.911622,115,0.174846
tb_0109_c04,1.499258,0.0,5.628744,115,0.805719
tb_0109_c05,1.499258,0.0,5.628744,115,0.805719
tb_0109_c09,0.943907,0.0,3.276919,115,0.360468
tb_0109_c13,1.02602,0.0,-1.318625,115,0.176492
tb_0110_c02,0.845728,0.0,3.943572,114,0.448786
tb_0110_c04,0.636374,0.0,2.160714,114,0.207198
tb_0110_c05,0.62694,0.0,4.771365,113,0.626503
tb_0110_c10,0.654079,0.0,3.384437,115,0.333711
tb_0110_c12,0.482324,0.0,2.179367,114,0.190766
tb_0110_c13,0.702717,0.0,1.911058,115,0.200383
tb_0111_c01,1.106398,0.0,1.196082,115,0.233523
tb_0111_c02,0.0,-1.736191,5.645994,115,1.369931
tb_0111_c03,0.98886,0.0,0.366095,115,0.183324
tb_0111_c04,0.68559,0.0,1.021454,115,0.15594
tb_0111_c06,0.352183,0.0,1.781787,115,0.150227
tb_0111_c07,1.548439,0.0,4.521503,115,0.608861
tb_0112_c01,0.51586,0.0,2.8147,115,0.246404
tb_0113_c02,2.17405,0.0,2.451758,115,0.583941
tb_0114_c01,0.662852,0.0,-0.133017,115,0.128781
tb_0114_c02,0.566701,0.0,3.055209,115,0.279477
tb_0114_c03,0.787674,0.0,0.508241,115,0.155275
tb_0114_c06,0.894171,0.0,1.582998,115,0.212969
tb_0114_c07,0.975889,0.0,1.045308,115,0.202767
tb_0115_c01,0.782431,0.0,3.067276,115,0.311576
tb_0115_c07,1.452432,0.0,3.135547,114,0.432743
tb_0116_c01,1.570544,0.0,0.539098,115,0.305316
tb_0116_c04,0.0,-0.588926,1.669633,115,0.276305
tb_0116_c06,1.77538,0.0,4.66839,115,0.652144
tb_0116_c07,0.08806,0.0,1.345414,114,0.1153
tb_0117_c01,1.074715,0.0,0.212638,115,0.194637
tb_0117_c02,1.395064,0.0,1.057611,113,0.289312
tb_0117_c03,1.20107,0.0,2.19982,114,0.315039
tb_0117_c04,1.629327,0.0,1.910745,115,0.390843
tb_0117_c05,1.747962,0.0,2.752459,113,0.474392
tb_0117_c06,1.499258,0.0,5.628744,115,0.805719
tb_0117_c08,5.932842,-0.599478,19.835675,115,4.479058
tb_0117_c09,0.936772,0.0,-0.38149,114,0.163978
tb_0117_c10,0.90777,0.0,3.227215,115,0.349073
tb_0118_c02,4.428726,0.0,11.747389,114,3.912777
tb_0118_c03,2.405542,-0.453464,5.368322,111,0.780109
tb_0118_c04,1.093591,0.0,1.740485,115,0.25881
tb_0118_c05,1.769305,0.0,2.552624,115,0.467222
tb_0118_c07,4.351163,0.0,12.372256,115,3.873966
tb_0118_c08,6.073495,0.0,19.695755,115,4.422169
tb_0119_c03,0.409903,0.0,0.647069,115,0.114793
tb_0119_c04,0.526364,0.0,1.138346,113,0.142393
tb_0119_c05,0.721736,0.0,0.72949,114,0.152313
tb_0119_c07,0.76138,0.0,2.476313,113,0.253758
tb_0120_c03,1.137168,0.0,4.424365,115,0.556943
tb_0120_c04,0.613507,0.0,4.800604,115,0.625679
tb_0120_c05,4.351163,0.0,12.372256,115,3.873966
tb_0120_c06,0.950221,0.0,3.509502,115,0.391075
tb_0120_c07,0.950221,0.0,3.509502,115,0.391075
tb_0120_c08,0.613507,0.0,4.800604,115,0.625679
tb_0120_c09,1.010688,0.0,2.496055,113,0.294263
tb_0120_c11,0.718594,0.0,1.488948,110,0.181988
tb_0120_c12,0.288253,0.0,2.387806,112,0.183398
tb_0120_c13,1.22553,0.0,2.219516,112,0.317359
tb_0121_c01,0.876033,0.0,-0.077524,112,0.158351
tb_0121_c02,0.683946,0.0,1.23123,115,0.163541
tb_0121_c03,0.602615,0.0,0.423703,115,0.129538
tb_0121_c04,0.235033,0.0,2.173284,112,0.166842
tb_0121_c05,6.073495,0.0,19.695755,115,4.422169
tb_0121_c06,1.548439,0.0,4.521503,115,0.608861
tb_0122_c03,1.496174,0.0,3.357704,114,0.461667
tb_0122_c07,1.060279,0.0,4.12111,114,0.588822
tb_0122_c09,0.938252,0.0,4.536944,115,0.574936
tb_0122_c10,1.372348,0.0,6.154075,115,0.988458
tb_0123_c01,1.315216,0.0,-0.158546,115,0.233256
tb_0123_c02,0.805598,0.0,2.860317,114,0.296612
tb_0124_c01,1.134192,0.0,-0.029887,115,0.200597
tb_0124_c02,1.617502,0.0,5.886871,115,0.856948
tb_0124_c06,0.498038,0.0,3.552694,115,0.33675
tb_0124_c07,0.938252,0.0,4.536944,115,0.574936
tb_0124_c08,0.374413,0.0,2.431665,115,0.194883
tb_0124_c09,0.637072,0.0,4.109482,115,0.455894
tb_0124_c11,0.265478,0.0,3.885892,115,0.3564
tb_0125_c02,1.982129,0.0,4.792752,115,0.682622
tb_0125_c03,0.748059,0.0,1.036565,115,0.165348
tb_0125_c04,1.943907,0.0,1.184676,115,0.422708
tb_0125_c05,0.654079,0.0,3.384437,115,0.333711
tb_0125_c06,0.312115,-1.419141,5.560255,115,0.776766
tb_0125_c08,0.594348,0.0,2.873902,115,0.263109
tb_0126_c02,6.073495,0.0,19.695755,115,4.422169
tb_0126_c03,0.537693,0.0,3.275747,115,0.302922
tb_0126_c06,0.372421,0.0,3.484951,115,0.309029
tb_0126_c07,4.351163,0.0,12.372256,115,3.873966
tb_0126_c08,1.372348,0.0,6.154075,115,0.988458
tb_0126_c09,0.689254,0.0,1.693907,113,0.186762
tb_0127_c02,0.699267,0.0,2.973848,115,0.288821
tb_0127_c03,1.192358,0.0,4.524498,115,0.578436
tb_0127_c04,0.970319,0.0,3.532227,114,0.398809
tb_0127_c06,0.820839,0.0,1.519034,111,0.201792
tb_0127_c07,0.78584,0.0,1.271428,115,0.180294
tb_0127_c09,0.644577,0.0,3.687243,115,0.378517
tb_0127_c10,-0.166392,0.0,4.272973,115,0.371073
tb_0127_c11,0.588796,0.0,1.938785,115,0.185899
tb_0127_c12,0.452874,0.0,2.76078,114,0.233259
tb_0127_c13,0.688935,0.0,0.081867,109,0.139129
tb_0127_c14,0.691752,0.0,2.784788,115,0.267819
tb_0127_c15,0.488649,0.0,1.993034,115,0.176664
tb_0127_c16,0.693235,0.0,-0.03926,113,0.134543
tb_0127_c18,0.332496,0.0,2.74081,115,0.217135
tb_0127_c19,0.095083,0.0,3.003511,115,0.220263
tb_0127_c21,0.571244,0.0,3.058978,115,0.280539
tb_0128_c02,0.65272,0.0,1.875041,114,0.191839
tb_0128_c06,1.372348,0.0,6.154075,115,0.988458
tb_0129_c03,1.137168,0.0,4.424365,115,0.556943
tb_0129_c06,1.378886,0.0,6.109308,114,0.969972
tb_0129_c07,1.59906,0.0,3.036745,115,0.4521
tb_0129_c08,0.914796,0.0,1.783311,115,0.22763
tb_0129_c09,1.030294,0.0,3.781926,111,0.445901
tb_0129_c11,0.590566,0.0,3.039979,114,0.284508
tb_0129_c15,4.351163,0.0,12.372256,115,3.873966
tb_0130_c01,1.372348,0.0,6.154075,115,0.988458
tb_0130_c03,1.340305,0.0,0.180708,113,0.246569
tb_0130_c04,1.347538,0.0,3.310718,115,0.428736
tb_0130_c08,0.265478,0.0,3.885892,115,0.3564
tb_0130_c09,6.005355,0.0,19.428087,114,4.440746
tb_0131_c01,1.030592,0.0,0.216845,115,0.187028
tb_0131_c02,1.062496,0.0,-0.086103,115,0.186995
tb_0131_c03,1.363852,0.0,0.016339,115,0.246285
tb_0131_c04,1.235753,0.0,0.818412,115,0.243425
tb_0131_c08,1.121409,0.0,-0.259208,115,0.194961
tb_0131_c10,1.652947,0.0,5.433761,115,0.770232
tb_0132_c03,6.073495,0.0,19.695755,115,4.422169
tb_0132_c06,1.252589,0.0,1.092984,114,0.260115
tb_0132_c10,1.410694,0.0,-2.402845,113,0.255673
tb_0133_c01,6.073495,0.0,19.695755,115,4.422169
tb_0133_c02,1.372348,0.0,6.154075,115,0.988458
tb_0133_c04,1.377838,0.0,3.538134,115,0.457692
tb_0133_c06,0.613507,0.0,4.800604,115,0.625679
tb_0133_c08,6.073495,0.0,19.695755,115,4.422169
tb_0134_c01,1.786863,0.0,3.084363,110,0.513263
tb_0134_c03,1.372348,0.0,6.154075,115,0.988458
tb_0134_c04,1.287366,0.0,1.918591,115,0.309856
tb_0134_c05,0.520277,0.0,0.40163,115,0.120324
tb_0134_c06,0.856659,0.0,2.671299,112,0.291222
tb_0135_c03,0.159997,0.0,1.996374,113,0.14896
tb_0135_c06,0.625142,0.0,4.096201,115,0.451589
tb_0135_c08,0.0,-0.753473,3.176115,115,0.507996
tb_0135_c09,0.173479,0.081704,1.838654,115,0.187268
tb_0136_c01,1.499258,0.0,5.628744,115,0.805719
tb_0136_c08,0.0,-1.900763,5.07971,115,1.07856
tb_0137_c01,1.149844,0.0,-0.505681,115,0.197631
tb_0137_c03,1.137168,0.0,4.424365,115,0.556943
tb_0137_c05,1.652947,0.0,5.433761,115,0.770232
tb_0138_c01,1.086885,0.0,0.604353,115,0.207197
tb_0138_c02,1.137168,0.0,4.424365,115,0.556943
tb_0138_c03,1.010728,0.0,2.422093,115,0.288391
tb_0138_c04,1.548439,0.0,4.521503,115,0.608861
tb_0138_c06,1.538342,0.0,4.005577,115,0.535327
tb_0139_c01,1.382522,0.0,1.582493,115,0.311697
tb_0139_c02,1.372348,0.0,6.154075,115,0.988458
tb_0139_c03,1.043377,0.0,1.380285,114,0.230364
tb_0139_c04,0.262485,0.0,4.590646,115,0.500534
tb_0139_c06,0.678356,0.0,3.725389,115,0.389289
tb_0139_c07,1.535559,0.0,-0.523744,115,0.276059
tb_0139_c08,1.519701,-0.265599,4.618222,115,0.617724
tb_0140_c01,1.70672,0.0,0.721768,114,0.345819
tb_0140_c02,2.077792,0.0,1.814849,115,0.500764
tb_0140_c04,1.372348,0.0,6.154075,115,0.988458
tb_0140_c05,1.372348,0.0,6.154075,115,0.988458
tb_0140_c06,1.985276,-0.624217,1.754288,115,0.471469
tb_0140_c07,0.467161,0.053196,2.314224,115,0.234392
tb_0141_c03,1.499258,0.0,5.628744,115,0.805719
tb_0142_c02,4.351163,0.0,12.372256,115,3.873966
tb_0142_c03,1.379975,0.0,2.239371,115,0.350519
tb_0142_c04,1.556073,0.0,3.632518,115,0.494534
tb_0142_c05,1.372348,0.0,6.154075,115,0.988458
tb_0142_c07,0.80143,0.0,2.903472,115,0.296529
tb_0143_c02,0.938252,0.0,4.536944,115,0.574936
tb_0143_c04,0.600825,-0.048989,0.194302,112,0.161599
tb_0143_c06,1.078729,0.0,3.473872,115,0.404726
tb_0143_c07,0.38289,0.0,1.871721,115,0.158031
tb_0144_c01,0.978286,0.0,1.046371,115,0.203236
tb_0144_c03,4.351163,0.0,12.372256,115,3.873966
tb_0144_c04,2.756959,0.0,6.283207,115,0.941543
tb_0144_c09,0.941425,0.0,3.496678,115,0.388142
tb_0144_c10,1.170508,0.0,1.873267,114,0.282315
tb_0145_c01,0.472591,0.0,0.458828,113,0.117929
tb_0145_c02,0.988283,0.0,2.63491,113,0.302495
tb_0145_c04,1.498579,-0.786993,4.346659,112,0.559341
tb_0145_c07,1.241258,0.0,2.090683,114,0.310937
tb_0145_c08,0.606157,0.0,1.453904,112,0.163946
tb_0145_c09,0.685902,0.0,1.02767,112,0.157856
tb_0145_c10,0.798383,0.0,3.557248,114,0.378895
tb_0146_c02,0.788434,0.0,1.013265,113,0.171758
tb_0146_c03,0.645067,0.0,3.242291,105,0.319191
tb_0146_c06,0.287401,-0.55762,4.039125,112,0.481414
tb_0147_c04,1.372348,0.0,6.154075,115,0.988458
tb_0147_c08,0.682723,0.0,2.339752,115,0.227077
tb_0147_c09,0.938252,0.0,4.536944,115,0.574936
tb_0147_c13,0.0,-0.512853,0.791436,114,0.214699
tb_0148_c02,1.499258,0.0,5.628744,115,0.805719
tb_0148_c05,0.565839,0.0,0.824108,115,0.134689
tb_0148_c06,0.632215,0.0,1.287543,115,0.158758
tb_0149_c02,1.086795,0.0,-0.67786,114,0.186935
tb_0149_c03,1.372348,0.0,6.154075,115,0.988458
tb_0149_c05,0.691752,0.0,2.784788,115,0.267819
tb_0149_c08,1.319028,1.015309,3.501724,114,0.442559
tb_0149_c10,0.796251,0.0,3.29874,115,0.341766
tb_0149_c11,0.902985,0.0,0.101524,115,0.164029
tb_0150_c01,4.351163,0.0,12.372256,115,3.873966
tb_0150_c02,0.746637,0.0,1.750881,115,0.197719
tb_0150_c03,0.620002,0.0,1.431128,114,0.164114
tb_0150_c04,6.073495,0.0,19.695755,115,4.422169
tb_0150_c05,0.472092,0.0,0.720916,114,0.122578
tb_0150_c06,1.761182,0.0,5.660818,115,0.820675
tb_0150_c07,1.080145,0.0,3.273469,115,0.381156
tb_0150_c08,0.997894,0.0,-1.191355,110,0.176009
tb_0151_c01,0.35178,0.0,1.870537,115,0.154996
tb_0151_c02,1.013679,0.0,-1.301907,115,0.174516
tb_0151_c03,1.171883,0.0,-0.280451,115,0.203857
tb_0151_c04,0.47154,0.0,1.089792,108,0.137188
tb_0151_c05,0.0,-0.215623,3.228747,108,0.48517
tb_0152_c02,1.162245,0.0,1.507113,115,0.259907
tb_0152_c03,1.591527,0.401727,0.821265,115,0.328712
tb_0152_c04,0.991761,0.0,0.5876,115,0.189741
tb_0152_c05,0.844346,0.0,1.221011,115,0.187498
tb_0152_c06,1.03331,0.0,0.142631,115,0.185968
tb_0152_c07,1.115408,0.0,2.26564,114,0.296581
tb_0153_c02,1.841054,0.0,5.414915,115,0.785703
tb_0153_c04,4.452396,0.0,11.803876,115,3.907006
tb_0153_c06,1.372348,0.0,6.154075,115,0.988458
tb_0153_c08,0.539879,0.0,3.259556,114,0.301206
tb_0153_c09,0.38338,0.0,3.457212,113,0.311254
tb_0153_c10,0.559326,0.0,2.024985,115,0.187438
tb_0153_c13,0.539212,0.0,1.914098,115,0.177987
tb_0153_c15,0.045448,0.0,3.26656,114,0.247487
tb_0153_c17,0.129176,0.0,3.186345,113,0.249268
tb_0153_c19,0.534999,0.0,3.497326,112,0.342396
tb_0153_c22,1.004719,0.0,3.859951,115,0.448866
tb_0153_c23,0.165787,0.0,2.768833,115,0.203718
tb_0153_c26,1.499258,0.0,5.628744,115,0.805719
tb_0154_c01,1.072492,0.0,0.52259,115,0.202112
tb_0154_c02,1.495586,0.0,1.143649,115,0.313866
tb_0154_c03,0.255632,0.0,2.07559,115,0.158758
tb_0154_c04,1.77759,0.0,1.326964,115,0.390524
tb_0154_c06,0.479285,-0.532657,1.718176,115,0.19434
tb_0154_c07,0.0,-0.641187,3.669322,115,0.627741
tb_0155_c01,1.117026,0.0,1.02851,115,0.228321
tb_0155_c02,0.82235,0.0,0.197129,114,0.155345
tb_0155_c03,1.180858,0.0,1.060826,115,0.242283
tb_0155_c08,0.936229,0.0,2.792367,114,0.330456
tb_0155_c09,1.105212,0.0,2.275431,114,0.29663
tb_0156_c03,0.613717,0.0,4.783876,114,0.620751
tb_0156_c05,1.725205,0.0,3.53677,115,0.513037
tb_0157_c01,0.862165,0.0,2.036043,113,0.236353
tb_0157_c02,0.84366,0.0,1.668107,112,0.209685
tb_0157_c03,0.994508,0.32083,3.211511,114,0.374437
tb_0157_c05,0.822978,0.0,2.770236,104,0.296556
tb_0157_c06,0.625142,0.0,4.096201,115,0.451589
tb_0157_c08,0.752481,0.0,4.820896,113,0.765398
tb_0157_c09,0.862405,0.0,3.65639,109,0.488488
tb_0158_c01,4.351163,0.0,12.372256,115,3.873966
tb_0158_c04,6.073495,0.0,19.695755,115,4.422169
tb_0159_c03,1.527859,-4.281302,9.485849,114,0.858502
tb_0159_c04,1.13979,0.0,1.795796,113,0.276905
tb_0159_c05,0.816382,0.0,2.754486,115,0.283935
tb_0159_c08,0.789263,0.0,2.7242,115,0.276743
tb_0159_c09,0.491482,0.0,3.547983,115,0.335101
tb_0160_c01,1.336161,0.0,-0.526489,115,0.233217
tb_0160_c02,0.432944,0.0,3.93325,115,0.391016
tb_0160_c04,0.918501,0.0,2.320734,115,0.264022
tb_0160_c06,1.821931,0.0,3.180062,114,0.516966
tb_0160_c07,0.0,-5.244399,9.197535,115,3.791006
tb_0160_c08,1.015584,0.0,2.841796,114,0.326696
tb_0161_c01,1.372348,0.0,6.154075,115,0.988458
tb_0161_c02,6.073495,0.0,19.695755,115,4.422169
tb_0161_c03,1.558694,0.0,2.80134,114,0.427769
tb_0162_c02,2.249615,0.0,5.030369,115,0.725151
tb_0162_c03,1.128736,0.0,4.392305,114,0.551888
tb_0162_c04,0.744397,0.0,-0.059646,114,0.14019
tb_0162_c05,0.781839,0.0,2.1358,113,0.227602
tb_0162_c06,4.196516,-0.882382,12.682721,115,3.940085
tb_0162_c07,0.765526,-0.253156,2.816628,115,0.304149
tb_0163_c02,0.95179,0.0,0.226744,115,0.174083
tb_0163_c03,1.25706,0.0,2.068251,114,0.312542
tb_0163_c04,0.904198,0.0,-0.159663,115,0.160456
tb_0164_c01,0.486518,0.0,2.997113,115,0.262084
tb_0164_c02,1.064027,0.0,3.242911,114,0.377162
tb_0164_c03,0.691783,0.0,3.175509,115,0.311401
tb_0164_c04,0.637072,0.0,4.109482,115,0.455894
tb_0164_c08,0.92713,-0.059855,4.550834,115,0.606044
tb_0164_c09,1.427573,0.0,3.617011,115,0.473947
tb_0164_c10,4.452396,0.0,11.803876,115,3.907006
tb_0165_c01,1.138144,0.0,-1.103279,115,0.193942
tb_0165_c02,0.186383,0.0,2.002086,115,0.149326
tb_0165_c03,1.499258,0.0,5.628744,115,0.805719
tb_0165_c05,1.372348,0.0,6.154075,115,0.988458
tb_0165_c07,0.876496,0.0,0.044731,115,0.159095
tb_0165_c08,1.372348,0.0,6.154075,115,0.988458
tb_0165_c09,0.664214,0.0,3.670494,114,0.382602
tb_0165_c10,1.372348,0.0,6.154075,115,0.988458
tb_0165_c11,0.021535,-0.842751,4.1784,115,0.486463
tb_0166_c02,4.452396,0.0,11.803876,115,3.907006
tb_0166_c03,0.336863,0.0,2.937281,115,0.237136
tb_0166_c04,0.685607,0.0,0.953832,112,0.156494
tb_0166_c06,2.432794,0.0,4.375574,114,0.707555
tb_0166_c08,0.878845,0.0,1.006127,115,0.184631
tb_0166_c09,-0.011547,0.0,4.749246,115,0.488774
tb_0166_c12,0.624254,0.0,0.936734,114,0.145377
tb_0167_c01,6.073495,0.0,19.695755,115,4.422169
tb_0167_c02,1.072634,-0.410927,4.565592,115,0.574715
tb_0168_c02,0.73513,0.0,2.362967,114,0.236925
tb_0168_c03,0.613507,0.0,4.800604,115,0.625679
tb_0168_c04,6.073495,0.0,19.695755,115,4.422169
tb_0168_c05,0.498038,0.0,3.552694,115,0.33675
tb_0168_c06,6.073495,0.0,19.695755,113,4.42217
tb_0168_c07,5.93272,-0.59939,19.835167,112,4.479402
tb_0168_c09,0.486512,0.0,2.605574,114,0.22284
tb_0169_c13,1.16551,0.0,0.027285,114,0.208069
tb_0169_c16,0.476699,0.0,1.890298,115,0.16908
tb_0170_c01,1.265627,0.0,2.005479,115,0.310413
tb_0170_c02,6.073495,0.0,19.695755,115,4.422169
tb_0170_c04,0.816627,0.0,3.32481,115,0.348014
tb_0170_c06,1.180631,0.0,1.240958,115,0.250394
tb_0171_c03,0.939836,0.0,0.666075,114,0.185455
tb_0171_c05,6.073495,0.0,19.695755,115,4.422169
tb_0171_c06,4.351163,0.0,12.372256,115,3.873966
tb_0172_c02,0.85798,0.0,0.438221,112,0.165623
tb_0172_c03,1.241131,0.0,1.623278,114,0.283011
tb_0172_c04,1.151836,0.0,1.551946,114,0.260456
tb_0172_c06,0.613507,0.0,4.800604,115,0.625679
tb_0172_c07,0.613507,0.0,4.800604,115,0.625679
tb_0172_c08,1.361325,0.0,6.117821,114,0.985242
tb_0173_c01,1.117502,0.0,3.533424,115,0.417862
tb_0173_c03,0.575822,0.0,3.062826,115,0.281617
tb_0173_c04,0.90441,0.0,0.650068,113,0.179691
tb_0173_c05,0.310348,-0.731388,2.849709,115,0.271857
tb_0173_c07,0.491378,0.0,2.33806,115,0.200949
tb_0174_c01,1.079161,0.0,1.827086,115,0.260995
tb_0174_c03,1.440762,0.0,-0.876096,114,0.254848
tb_0174_c04,1.085897,0.0,-0.758974,115,0.185145
tb_0174_c05,0.942621,0.0,-0.776121,114,0.163047
tb_0174_c06,0.984031,0.0,-0.079803,113,0.175169
tb_0174_c07,0.738901,0.0,1.569653,115,0.186884
tb_0174_c08,0.66767,0.0,2.070157,114,0.205502
tb_0175_c01,0.785986,0.0,-1.826148,107,0.16174
